ID,Hakfa_FHL_Unicode,PFS_Unicode,PFS_Numeric,Hakfa_IPA,Taigi_FHL_Unicode,POJ_Unicode,Hanzi,Hakfa_HanLo,Taigi_HanLo,Hua-gi
1839,chhṳ̍t-tha̍t-chhâ,chhṳ̍t-tha̍t-chhâ,chhiit5-that5-chha1,[tsʰɨt̚˥] [tʰat̚˥] [tsʰa˨˦],titta̍t chhia,tit-ta̍t chhia,chhṳ̍ttha̍t chhâ,直達車,直達車,直達車
1840,chhu̍t-thet,chhu̍t-thet,chhut5-thet6,[tsʰut̚˥] [tʰet̚˨],chhit tiāu,chhit tiāu,chhu̍tthet,拭掉,拭掉,擦掉
1841,chhut-thèu,chhut-thèu,chhut6-theu2,[tsʰut̚˨] [tʰeu˩˩],chhutthâu,chhut-thâu,chhutthèu,出頭,出頭,出頭
1842,chhṳ̍t-theu,chhṳ̍t-theu,chhiit5-theu4,[tsʰɨt̚˥] [tʰeu˥˥],ti̍t thàu,ti̍t thàu,chhṳ̍t theu,直透,直透,直達
1843,chhut-thèu-thiên,chhut-thèu-thiên,chhut6-theu2-thien1,[tsʰut̚˨] [tʰeu˩˩] [tʰien˨˦],chhutthâuthiⁿ,chhut-thâu-thiⁿ,chhutthèuthiên,出頭天,出頭天,熬出頭
1844,chhut-thìn,chhut-thìn,chhut6-thin2,[tsʰut̚˨] [tʰin˩˩],chhuttêng,chhut-têng,chhutthìn,出庭,出庭,出庭
1845,chhut-thung,chhut-thung,chhut6-thung4,[tsʰut̚˨] [tʰuŋ˥˥],chhuttōng,chhut-tōng,chhutthung,出動,出動,出動
1846,chhut-mùn,chhut-mùn,chhut6-mun2,[tsʰut̚˨] [mun˩˩],chhut mn̂g,chhut mn̂g,chhutmùn,出門,出門,出門
1847,chhṳ̍t-vu̍t,chhṳ̍t-vu̍t,chhiit5-vut5,[tsʰɨt̚˥] [ʋut̚˥],si̍tbu̍t,si̍t-bu̍t,chhṳ̍tvu̍t,植物,植物,植物
1848,chhut-yéng,chhut-yéng,chhut6-yeng3,[tsʰut̚˨] [ieŋ˧˩],chhut iâⁿ,chhut iâⁿ,chhutyéng,出營,出營,出營
1849,chhut-yên,chhut-yên,chhut6-yen1,[tsʰut̚˨] [ien˨˦],chhut ian,chhut ian,chhutyên,出煙,出煙,出煙
1850,chhṳ̍t-yi̍t,chhṳ̍t-yi̍t,chhiit5-yit5,[tsʰɨt̚˥] [it̚˥],ti̍te̍k,ti̍-te̍k,chhṳ̍tyi̍t,直譯,直譯,直譯
1851,chi-cha,chi-cha,chi4-cha4,[tɕi˥˥] [tsa˥˥],iûchà,iû-chà,chicha,漬炸,油炸,漬炸
1852,chí-chhông,chí-chhông,chi3-chhong1,[tɕi˧˩] [tsʰoŋ˨˦],chíhu,chí-hu,chíchhông,姊丈,姊夫,姊夫
1853,chi-chiú,chi-chiú,chi4-chiu3,[tɕi˥˥] [tɕiu˧˩],chè chiú,chè chiú,chi chiú,祭酒,祭酒,祭酒
1854,chì-chûng,chì-chûng,chi2-chung1,[tɕi˩˩] [tsuŋ˨˦],khiokchiong,khiok-chiong,chìchûng,曲終,曲終,曲終
1855,chi-sṳ,chi-sṳ,chi4-sii4,[tɕi˥˥] [sɨ˥˥],chè sū,chè sū,chi sṳ,祭祀,祭祀,祭祀
1856,chi-lî,chi-lî,chi4-li1,[tɕi˥˥] [li˨˦],chèlé,chè-lé,chilî,祭禮,祭禮,祭禮
1857,chí-moi,chí-moi,chi3-moi4,[tɕi˧˩] [moi˥˥],chíbōe,chí-bōe,chímoi,姊妹,姊妹,姊妹
1858,chi-ngî,chi-ngî,chi4-ngi1,[tɕi˥˥] [ɲi˨˦],chègî,chè-gî,chingî,祭儀,祭儀,祭儀
1859,chi-ngiuk,chi-ngiuk,chi4-ngiuk6,[tɕi˥˥] [ɲiuk̚˨],chè bah,chè bah,chi ngiuk,祭肉,祭肉,祭肉
1860,chi-pai,chi-pai,chi4-pai4,[tɕi˥˥] [pai˥˥],chèpài,chè-pài,chipai,祭拜,祭拜,祭拜
1861,chi-phín,chi-phín,chi4-phin3,[tɕi˥˥] [pʰin˧˩],chè phín,chè phín,chiphín,祭品,祭品,祭品
1862,chi-sên,chi-sên,chi4-sen1,[tɕi˥˥] [sen˨˦],chè seng,chè seng,chi sên,祭牲,祭牲,祭牲
1863,chi-sôi-ngìn,chi-sôi-ngìn,chi4-soi1-ngin2,[tɕi˥˥] [soi˨˦] [ɲin˩˩],bēkiànsiàu,bēk-iàn-siàu,chisôingìn,祭衰人,bē見笑,非常丟臉
1864,chi-sṳ̂,chi-sṳ̂,chi4-sii1,[tɕi˥˥] [sɨ˨˦],chèsi,chè-si,chisṳ̂,祭司,祭司,祭司
1865,chi-sṳ̂-chóng,chi-sṳ̂-chóng,chi4-sii1-chong3,[tɕi˥˥] [sɨ˨˦] [tsoŋ˧˩],chèsi tiúⁿ,chè-si tiúⁿ,chisṳ̂ chóng,祭司長,祭司長,祭司長
1866,chi-sṳ̂-yen,chi-sṳ̂-yen,chi4-sii1-yen4,[tɕi˥˥] [sɨ˨˦] [ien˥˥],chèsi īⁿ,chè-si īⁿ,chisṳ̂ yen,祭司院,祭司院,祭司院
1867,chi-thàn,chi-thàn,chi4-than2,[tɕi˥˥] [tʰan˩˩],chètôaⁿ,chè-tôaⁿ,chithàn,祭壇,祭壇,祭壇
1868,chi-tién,chi-tién,chi4-tien3,[tɕi˥˥] [tien˧˩],chètián,chè-tián,chitién,祭典,祭典,祭典
1869,chi-vu̍t,chi-vu̍t,chi4-vut5,[tɕi˥˥] [ʋut̚˥],chiùⁿchhài,chiùⁿ-chhài,chivu̍t,漬物,醬菜,漬物
1870,chi-vu̍t,chi-vu̍t,chi4-vut5,[tɕi˥˥] [ʋut̚˥],chèmi̍h,chè-mi̍h,chivu̍t,祭物,祭物,祭物
1871,chia-chhièn,chia-chhièn,chia4-chhien2,[tɕia˥˥] [tɕʰien˩˩],chioh chîⁿ,chioh chîⁿ,chia chhièn,借錢,借錢,借錢
1872,chia-chho̍k,chia-chho̍k,chia4-chhok5,[tɕia˥˥] [tsʰok̚˥],chià tio̍h,chià tio̍h,chia chho̍k,藉著,藉著,藉著
1873,chia-hiet,chia-hiet,chia4-hiet6,[tɕia˥˥] [hiet̚˨],chiohhioh,chioh-hioh,chiahiet,借歇,借歇,借住
1874,chia-khiéu,chia-khiéu,chia4-khieu3,[tɕia˥˥] [kʰieu˧˩],chiàkháu,chiàk-háu,chiakhiéu,藉口,藉口,藉口
1875,chia-kí,chia-kí,chia4-ki3,[tɕia˥˥] [ki˧˩],chiohkù,chioh-kù,chiakí,借據,借據,借據
1876,chia-ko,chia-ko,chia4-ko4,[tɕia˥˥] [ko˥˥],chioh kòe,chioh kòe,chia ko,借過,借過,借過
1877,chiá-kûng,chiá-kûng,chia3-kung1,[tɕia˧˩] [kuŋ˨˦],gōakong,gōa-kong,chiákûng,姐公,外公,外公
1878,chiâm-lòi-chiâm-hi,chiâm-lòi-chiâm-hi,chiam1-loi2-chiam1-hi4,[tɕiam˨˦] [loi˩˩] [tɕiam˨˦] [hi˥˥],chiⁿ lâi chiⁿ khì,chiⁿ lâi chiⁿ khì,chiâm lòi chiâm hi,尖來尖去,chiⁿ來chiⁿ去,擠來擠去
1879,chia-lòi,chia-lòi,chia4-loi2,[tɕia˥˥] [loi˩˩],chioh lâi,chioh lâi,chia lòi,借來,借來,借來
1880,chia-mun,chia-mun,chia4-mun4,[tɕia˥˥] [mun˥˥],chiohmn̄g,chioh-mn̄g,chiamun,借問,借問,借問
1881,chiá-phò,chiá-phò,chia3-pho2,[tɕia˧˩] [pʰo˩˩],gōamá,gōa-má,chiáphò,姐婆,外媽,外婆
1882,chia-pûn,chia-pûn,chia4-pun1,[tɕia˥˥] [pun˨˦],chioh hō͘,chioh hō͘,chia pûn,借給,借hō͘,借給
1883,chia-sû,chia-sû,chia4-su1,[tɕia˥˥] [su˨˦],chioh chheh,chioh chheh,chia sû,借書,借冊,借書
1884,chia-têu,chia-têu,chia4-teu1,[tɕia˥˥] [teu˨˦],chioh kóa,chioh kóa,chia têu,借兜,借kóa,借一些
1885,chia-thiàu,chia-thiàu,chia4-thiau2,[tɕia˥˥] [tʰiau˩˩],chiohtiâu,chioh-tiâu,chiathiàu,借條,借條,借條
1886,chia-yung,chia-yung,chia4-yung4,[tɕia˥˥] [iuŋ˥˥],chiohiōng,chioh-iōng,chiayung,借用,借用,借用
1887,chiâm-chiâm,chiâm-chiâm,chiam1-chiam1,[tɕiam˨˦] [tɕiam˨˦],chiamchiam,chiam-chiam,chiâmchiâm,尖尖,尖尖,銳利
1888,chiam-hi,chiam-hi,chiam4-hi4,[tɕiam˥˥] [hi˥˥],chiàm khì,chiàm khì,chiam hi,佔去,佔去,佔去
1889,chiâm-kok,chiâm-kok,chiam1-kok6,[tɕiam˨˦] [kok̚˨],chiam kak,chiam kak,chiâm kok,尖角,尖角,尖角
1890,chiâm-li,chiâm-li,chiam1-li4,[tɕiam˨˦] [li˥˥],chiamlāi,chiam-lāi,chiâmli,尖利,尖利,尖銳
1891,chiâm-mân,chiâm-mân,chiam1-man1,[tɕiam˨˦] [man˨˦],chiⁿ móa,chiⁿ móa,chiâm mân,尖滿,chiⁿ滿,擠滿
1892,chiâm-nêm,chiâm-nêm,chiam1-nem1,[tɕiam˨˦] [nem˨˦],chiⁿ tīⁿ,chiⁿ tīⁿ,chiâm nêm,尖淰,chiⁿ tīⁿ,擠滿
1893,chiâm-ngà,chiâm-ngà,chiam1-nga2,[tɕiam˨˦] [ŋa˩˩],chiam gê,chiam gê,chiâm ngà,尖牙,尖牙,尖牙
1894,chiâm-ngi̍p,chiâm-ngi̍p,chiam1-ngip5,[tɕiam˨˦] [ɲip̚˥],chiⁿ ji̍p,chiⁿ ji̍p,chiâm ngi̍p,尖入,chiⁿ入,擠入
1895,chiâm-sa̍k,chiâm-sa̍k,chiam1-sak5,[tɕiam˨˦] [sak̚˥],chiam chio̍h,chiam chio̍h,chiâm sa̍k,尖石,尖石,銳利的石頭
1896,chiam-tén,chiam-tén,chiam4-ten3,[tɕiam˥˥] [ten˧˩],chiàm leh,chiàm leh,chiam tén,佔著,佔leh,佔著
1897,chiâm-tén,chiâm-tén,chiam1-ten3,[tɕiam˨˦] [ten˧˩],chiⁿ leh,chiⁿ leh,chiâm tén,尖著,擠leh,擠著
1898,chiám-theu-yù,chiám-theu-yù,chiam3-theu4-yu2,[tɕiam˧˩] [tʰeu˥˥] [iu˩˩],ùn tāuiû,ùn tāu-iû,chiám theuyù,蘸豆油,ùn豆油,沾醬油
1899,chiâm-to,chiâm-to,chiam1-to4,[tɕiam˨˦] [to˥˥],chiⁿ kah,chiⁿ kah,chiâm to,尖到,擠 kah,擠到
1900,chiâng,chiâng,chiang1,[tɕiaŋ˨˦],súi,súi,chiâng,靚,súi,漂亮
1901,chiâng-chiâng,chiâng-chiâng,chiang1-chiang1,[tɕiaŋ˨˦] [tɕiaŋ˨˦],súisúi,súi-súi,chiângchiâng,靚靚,súisúi,漂亮
1902,chiáng-chûng,chiáng-chûng,chiang3-chung1,[tɕiaŋ˧˩] [tsuŋ˨˦],chéⁿ tiong,chéⁿ tiong,chiáng chûng,井中,井中,井中
1903,chiáng-héu,chiáng-héu,chiang3-heu3,[tɕiaŋ˧˩] [heu˧˩],chéⁿ kháu,chéⁿ kháu,chiáng héu,井口,井口,井口
1904,chiáng-koi,chiáng-koi,chiang3-koi4,[tɕiaŋ˧˩] [koi˥˥],chéⁿ kòa,chéⁿ kòa,chiáng koi,井蓋,井蓋,井蓋
1905,chiâng-ne-ne,chiâng-ne-ne,chiang1-ne4-ne4,[tɕiaŋ˨˦] [ne˥˥] [ne˥˥],súi tangtang,súi tang-tang,chiâng nene,靚膩膩,súi tangtang,很美
1906,chiâng-ngiuk,chiâng-ngiuk,chiang1-ngiuk6,[tɕiaŋ˨˦] [ɲiuk̚˨],sánbah,sán-bah,chiâng ngiuk,靚肉,瘦肉,瘦肉
1907,chiâng-sâm,chiâng-sâm,chiang1-sam1,[tɕiaŋ˨˦] [sam˨˦],súi saⁿ,súi saⁿ,chiângsâm,靚衫,súi衫,漂亮的上衣
1908,chiáng-súi,chiáng-súi,chiang3-sui3,[tɕiaŋ˧˩] [sui˧˩],chéⁿ chúi,chéⁿ chúi,chiáng súi,井水,井水,井水
1909,chiáng-sùn,chiáng-sùn,chiang3-sun2,[tɕiaŋ˧˩] [sun˩˩],chéⁿ piⁿ,chéⁿ piⁿ,chiáng sùn,井脣,井邊,井邊
1910,chiáng-tú,chiáng-tú,chiang3-tu3,[tɕiaŋ˧˩] [tu˧˩],chéⁿ ni̍h,chéⁿ ni̍h,chiáng tú,井肚,井裡,井裡
1911,chiap-chéu,chiap-chéu,chiap6-cheu3,[tɕiap̚˨] [tseu˧˩],chiap cháu,chiap cháu,chiap chéu,接走,接走,接走
1912,chiap-chhuk,chiap-chhuk,chiap6-chhuk6,[tɕiap̚˨] [tsʰuk̚˨],chiapchhiok,chiap-chhiok,chiapchhuk,接觸,接觸,接觸
1913,chia̍p-chia̍p,chia̍p-chia̍p,chiap5-chiap5,[tɕiap̚˥] [tɕiap̚˥],chia̍pchia̍p,chia̍p-chia̍p,chia̍pchia̍p,輒輒,捷捷,常常
1914,chiap-choi,chiap-choi,chiap6-choi4,[tɕiap̚˨] [tsoi˥˥],chiap chhùi,chiap chhùi,chiap choi,接嘴,接嘴,接話
1915,chiap-chṳ́,chiap-chṳ́,chiap6-chii3,[tɕiap̚˨] [tsɨ˧˩],chiap chí,chiap chí,chiap chṳ́,接旨,接旨,接旨
1916,chiap-hâ-lòi,chiap-hâ-lòi,chiap6-ha1-loi2,[tɕiap̚˨] [ha˨˦] [loi˩˩],sòa lo̍h lâi,sòa lo̍h lâi,chiap hâlòi,接下來,續落來,接下來
1917,chiap-hi,chiap-hi,chiap6-hi4,[tɕiap̚˨] [hi˥˥],chiap khì,chiap khì,chiap hi,接去,接去,接去
1918,chiap-khiun,chiap-khiun,chiap6-khiun4,[tɕiap̚˨] [kʰiun˥˥],chiapkīn,chiap-kīn,chiapkhiun,接近,接近,接近
1919,chiap-kien,chiap-kien,chiap6-kien4,[tɕiap̚˨] [kien˥˥],chiapkìⁿ,chiap-kìⁿ,chiapkien,接見,接見,接見
1920,chiap-ko,chiap-ko,chiap6-ko4,[tɕiap̚˨] [ko˥˥],chiap kòe,chiap kòe,chiap ko,接過,接過,接過
1921,chiap-kut,chiap-kut,chiap6-kut6,[tɕiap̚˨] [kut̚˨],chiapkut,chiap-kut,chiapkut,接骨,接骨,接骨
1922,chiap-lòi,chiap-lòi,chiap6-loi2,[tɕiap̚˨] [loi˩˩],chiap lâi,chiap lâi,chiaplòi,接來,接來,接來
1923,chiap-na̍p,chiap-na̍p,chiap6-nap5,[tɕiap̚˨] [nap̚˥],chiapla̍p,chiap-la̍p,chiapna̍p,接納,接納,接納
1924,chhiùng-theù-chiap-ngi,chhiùng-thèu-chiap-ngi,chhiung2-theu2-chiap6-ngi4,[tɕʰiuŋ˩˩] [tʰeu˩˩] [tɕiap̚˨] [ɲi˥˥],têngthâu khaisí,têng-thâu khai-sí,chhiùng theù chiap ngi,從頭開始,重頭開始,從頭開始
1925,chiap-ngim,chiap-ngim,chiap6-ngim4,[tɕiap̚˨] [ɲim˥˥],chiapjīm,chiap-jīm,chiapngim,接任,接任,接任
1926,chiap-ngi̍p,chiap-ngi̍p,chiap6-ngip5,[tɕiap̚˨] [ɲip̚˥],chiap ji̍p,chiap ji̍p,chiap ngi̍p,接入,接入,接入
1927,chiap-phung,chiap-phung,chiap6-phung4,[tɕiap̚˨] [pʰuŋ˥˥],chiapphāng,chiap-phāng,chiapphung,接縫,接縫,接縫
1928,chiap-sên,chiap-sên,chiap6-sen1,[tɕiap̚˨] [sen˨˦],chiapseⁿ,chiap-seⁿ,chiapsên,接生,接生,接生
1929,chiap-sên-phò,chiap-sên-phò,chiap6-sen1-pho2,[tɕiap̚˨] [sen˨˦] [pʰo˩˩],sánpô,sán-pô,chiapsên phò,接生婆,產婆,接生婆
1930,chiap-siu̍k,chiap-siu̍k,chiap6-siuk5,[tɕiap̚˨] [ɕiuk̚˥],chiapsòa,chiap-sòa,chiapsiu̍k,接續,接續,接續
1931,chiap-su,chiap-su,chiap6-su4,[tɕiap̚˨] [su˥˥],chiapsiū,chiap-siū,chiapsu,接受,接受,接受
1932,chiap-sû,chiap-sû,chiap6-su1,[tɕiap̚˨] [su˨˦],chiapsiu,chiap-siu,chiapsû,接收,接收,接收
1933,chiap-tén,chiap-tén,chiap6-ten3,[tɕiap̚˨] [ten˧˩],chiap leh,chiap leh,chiap tén,接著,接leh,接著
1934,chiap-thai,chiap-thai,chiap6-thai4,[tɕiap̚˨] [tʰai˥˥],chiapthāi,chiap-thāi,chiapthai,接待,接待,接待
1935,chiap-tó,chiap-tó,chiap6-to3,[tɕiap̚˨] [to˧˩],chiap tio̍h,chiap tio̍h,chiap tó,接到,接到,接到
1936,chiap-yin,chiap-yin,chiap6-yin4,[tɕiap̚˨] [in˥˥],chiapèng,chia-pèng,chiapyin,接應,接應,接應
1937,chiáu-me̍t,chiáu-me̍t,chiau3-met5,[tɕiau˧˩] [met̚˥],châubia̍t,châu-bia̍t,chiáume̍t,剿滅,剿滅,剿滅
1938,chiâu-sa̍k,chiâu-sa̍k,chiau1-sak5,[tɕiau˨˦] [sak̚˥],chiâuchio̍h,chiâu-chio̍h,chiâusa̍k,礁石,礁石,礁石
1939,chiáu-thet,chiáu-thet,chiau3-thet6,[tɕiau˧˩] [tʰet̚˨],châu tiāu,châu tiāu,chiáu thet,剿忒,剿掉,剿掉
1940,chién-liû-é,chién-liû-é,chien3-liu1-e3,[tɕien˧˩] [liu˨˦] [e˧˩],chiánliú'á,chián-liú-á,chiénliû'é,剪綹é,剪鈕á,扒手
1941,chiên-cho,chiên-cho,chien1-cho4,[tɕien˨˦] [tso˥˥],chian chò,chian chò,chiên cho,煎做,煎做,煎做
1942,chién-ko,chién-ko,chien3-ko4,[tɕien˧˩] [ko˥˥],chián kòe,chián kòe,chién ko,剪過,剪過,剪過
1943,chién-mô,chién-mô,chien3-mo1,[tɕien˧˩] [mo˨˦],chián mo͘,chián mo͘,chién mô,剪毛,剪毛,剪毛
1944,chiên-ǹg-é,chiên-ǹg-é,chien1-ng2-e3,[tɕien˨˦] [ŋ˩˩] [e˧˩],chian hî'á,chian hî-á,chiên ǹg'é,煎魚é,煎魚á,煎魚
1945,chien-pá,chien-pá,chien4-pa3,[tɕien˥˥] [pa˧˩],chìⁿ pà,chìⁿ pà,chien pá,箭靶,箭靶,箭靶
1946,chiên-phàn,chiên-phàn,chien1-phan2,[tɕien˨˦] [pʰan˩˩],chian pôaⁿ,chian pôaⁿ,chiên phàn,煎盤,煎盤,煎盤
1947,chién-pu,chién-pu,chien3-pu4,[tɕien˧˩] [pu˥˥],chián pò͘,chián pò͘,chién pu,剪布,剪布,剪布
1948,chien-sú,chien-sú,chien4-su3,[tɕien˥˥] [su˧˩],chìⁿ chhiú,chìⁿ chhiú,chien sú,箭手,箭手,箭手
1949,chién-thet,chién-thet,chien3-thet6,[tɕien˧˩] [tʰet̚˨],chián tiāu,chián tiāu,chién thet,剪掉,剪掉,剪掉
1950,chien-thèu,chien-thèu,chien4-theu2,[tɕien˥˥] [tʰeu˩˩],chìⁿ thâu,chìⁿ thâu,chien thèu,箭頭,箭頭,箭頭
1951,chien-thoi,chien-thoi,chien4-thoi4,[tɕien˥˥] [tʰoi˥˥],chìⁿ tē,chìⁿ tē,chien thoi,箭袋,箭袋,箭袋
1952,chién-thôn,chién-thôn,chien3-thon1,[tɕien˧˩] [tʰon˨˦],chián tn̄g,chián tn̄g,chién thôn,剪斷,剪斷,剪斷
1953,chién-tô,chién-tô,chien3-to1,[tɕien˧˩] [to˨˦],chiánto,chián-to,chiéntô,剪刀,剪刀,剪刀
1954,chién-tón,chién-tón,chien3-ton3,[tɕien˧˩] [ton˧˩],chián té,chián té,chién tón,剪短,剪短,剪短
1955,chién-yòng-mô-chhòng,chién-yòng-mô-chhòng,chien3-yong2-mo1-chhong2,[tɕien˧˩] [ioŋ˩˩] [mo˨˦] [tsʰoŋ˩˩],chián iûⁿ mo͘ tiûⁿ,chián iûⁿ mo͘ tiûⁿ,chiényòngmôchhòng,剪羊毛場,剪羊毛場,剪羊毛場
1956,chiet-chṳ,chiet-chṳ,chiet6-chii4,[tɕiet̚˨] [tsɨ˥˥],chiatchè,chiat-chè,chietchṳ,節制,節制,節制
1957,chiet-chṳ́,chiet-chṳ́,chiet6-chii3,[tɕiet̚˨] [tsɨ˧˩],chia̍tchí,chia̍t-chí,chietchṳ́,截止,截止,截止
1958,chiet-hi,chiet-hi,chiet6-hi4,[tɕiet̚˨] [hi˥˥],chiatkhì,chiat-khì,chiethi,節氣,節氣,節氣
1959,chiet-khì,chiet-khì,chiet6-khi2,[tɕiet̚˨] [kʰi˩˩],chiatkî,chiat-kî,chietkhì,節期,節期,節期
1960,chiet-kui,chiet-kui,chiet6-kui4,[tɕiet̚˨] [kui˥˥],chiatkùi,chiat-kùi,chietkui,節季,節季,節季
1961,chiet-lin,chiet-lin,chiet6-lin4,[tɕiet̚˨] [lin˥˥],chiatlēng,chiat-lēng,chietlin,節令,節令,節令
1962,chiet-muk,chiet-muk,chiet6-muk6,[tɕiet̚˨] [muk̚˨],chiatbo̍k,chiat-bo̍k,chietmuk,節目,節目,節目
1963,chiet-ngit,chiet-ngit,chiet6-ngit6,[tɕiet̚˨] [ɲit̚˨],chehji̍t,cheh-ji̍t,chietngit,節日,節日,節日
1964,chîm-choi,chîm-choi,chim1-choi4,[tɕim˨˦] [tsoi˥˥],chimchhùi,chim-chhùi,chîmchoi,chîm嘴,chîm嘴,親嘴
1965,chim-ko,chim-ko,chim4-ko4,[tɕim˥˥] [ko˥˥],chìm kòe,chìm kòe,chim ko,浸過,浸過,浸過
1966,chîm-ko,chîm-ko,chim1-ko4,[tɕim˨˦] [ko˥˥],chim kòe,chim kòe,chîm ko,唚過,唚過,吻過
1967,chîm-mien,chîm-mien,chim1-mien4,[tɕim˨˦] [mien˥˥],chim bīn,chim bīn,chîm mien,唚面,唚面,吻臉
1968,chim-sí,chim-sí,chim4-si3,[tɕim˥˥] [ɕi˧˩],im sí,im sí,chim sí,浸死,淹死,淹死
1969,chîm-sú,chîm-sú,chim1-su3,[tɕim˨˦] [su˧˩],chim chhiú,chim chhiú,chîm sú,唚手,唚手,吻手
1970,chim-súi,chim-súi,chim4-sui3,[tɕim˥˥] [sui˧˩],chìm chúi,chìm chúi,chim súi,浸水,浸水,浸水
1971,chim-tén,chim-tén,chim4-ten3,[tɕim˥˥] [ten˧˩],chìm leh,chìm leh,chim tén,浸著,浸著,浸著
1972,chim-tó,chim-tó,chim4-to3,[tɕim˥˥] [to˧˩],chìm tio̍h,chìm tio̍h,chim tó,浸到,浸到,浸到
1973,chim-yàm-súi,chim-yàm-súi,chim4-yam2-sui3,[tɕim˥˥] [iam˩˩] [sui˧˩],chìm iâmchúi,chìm iâm-chúi,chi yàmsúi,浸鹽水,浸鹽水,浸鹽水
1974,chîn-chhái,chîn-chhái,chin1-chhai3,[tɕin˨˦] [tsʰai˧˩],chengchhái,cheng-chhái,chînchhái,精采,精采,精采
1975,chîn-chṳ,chîn-chṳ,chin1-chii4,[tɕin˨˦] [tsɨ˥˥],iùlō͘,iù-lō͘,chînchṳ,精緻,精緻,精緻
1976,chîn-fà,chîn-fà,chin1-fa2,[tɕin˨˦] [fa˩˩],chenghôa,cheng-hôa,chînfà,精華,精華,精華
1977,chin-fam,chin-fam,chin4-fam4,[tɕin˥˥] [fam˥˥],chìn hoān,chìn hoān,chinfam,進犯,進犯,進犯
1978,chin-hàng,chin-hàng,chin4-hang2,[tɕin˥˥] [haŋ˩˩],chìnhêng,chìn-hêng,chinhàng,進行,進行,進行
1979,chin-khiéu,chin-khiéu,chin4-khieu3,[tɕin˥˥] [kʰieu˧˩],chìnkháu,chìn-kháu,chinkhiéu,進口,進口,進口
1980,chîn-kiok,chîn-kiok,chin1-kiok6,[tɕin˨˦] [kiok̚˨],chengbêng,cheng-bêng,chînkiok,精腳,精明,精明
1981,chîn-kuk,chîn-kuk,chin1-kuk6,[tɕin˨˦] [kuk̚˨],pásūi,pá-sūi,chînkuk,精榖,飽穗,飽滿的稻穀
1982,chin-kung,chin-kung,chin4-kung4,[tɕin˥˥] [kuŋ˥˥],chìnkòng,chìn-kòng,chinkung,進貢,進貢,進貢
1983,chin-kûng,chin-kûng,chin4-kung1,[tɕin˥˥] [kuŋ˨˦],chìnkong,chìn-kong,chinkûng,進攻,進攻,進攻
1984,chîn-lien,chîn-lien,chin1-lien4,[tɕin˨˦] [lien˥˥],chengliān,cheng-liān,chînlien,精練,精練,精練
1985,chîn-lìn,chîn-lìn,chin1-lin2,[tɕin˨˦] [lin˩˩],chenglêng,cheng-lêng,chînlìn,精靈,精靈,精靈
1986,chîn-mìn,chîn-mìn,chin1-min2,[tɕin˨˦] [min˩˩],chengbêng,cheng-bêng,chînmìn,精明,精明,精明
1987,chin-ngi̍p,chin-ngi̍p,chin4-ngip5,[tɕin˥˥] [ɲip̚˥],chìn ji̍p,chìn ji̍p,chin ngi̍p,進入,進入,進入
1988,chin-phu,chin-phu,chin4-phu4,[tɕin˥˥] [pʰu˥˥],chìnpō͘,chìn-pō͘,chinphu,進步,進步,進步
1989,chin-siû,chin-siû,chin4-siu1,[tɕin˥˥] [ɕiu˨˦],chìnsiu,chìn-siu,chinsiû,進修,進修,進修
1990,chîn-sṳ̀n,chîn-sṳ̀n,chin1-siin2,[tɕin˨˦] [sɨn˩˩],chengsîn,cheng-sîn,chînsṳ̀n,精神,精神,精神
1991,chîn-thûng,chîn-thûng,chin1-thung1,[tɕin˨˦] [tʰuŋ˨˦],chengthong,cheng-thong,chînthûng,精通,精通,精通
1992,chiông-chhiu,chiông-chhiu,chiong1-chhiu4,[tɕioŋ˨˦] [tɕʰiu˥˥],chiongchiū,chiong-chiū,chiôngchhiu,將就,將就,將就
1993,chióng-kîm,chióng-kîm,chiong3-kim1,[tɕioŋ˧˩] [kim˨˦],chióngkim,chióng-kim,chióngkîm,獎金,獎金,獎金
1994,chiông-kiûn,chiông-kiûn,chiong1-kiun1,[tɕioŋ˨˦] [kiun˨˦],chiongkun,chiong-kun,chiôngkiûn,將軍,將軍,將軍
1995,chiong-kôn,chiong-kôn,chiong4-kon1,[tɕioŋ˥˥] [kon˨˦],chiòngkoaⁿ,chiòng-koaⁿ,chiongkôn,將官,將官,將官
1996,chióng-li,chióng-li,chiong3-li4,[tɕioŋ˧˩] [li˥˥],chiónglē,chióng-lē,chióngli,獎勵,獎勵,獎勵
1997,chiông-lòi,chiông-lòi,chiong1-loi2,[tɕioŋ˨˦] [loi˩˩],chionglâi,chiong-lâi,chiônglòi,將來,將來,將來
1998,chióng-sóng,chióng-sóng,chiong3-song3,[tɕioŋ˧˩] [soŋ˧˩],chióngsiúⁿ,chióng-siúⁿ,chióngsóng,獎賞,獎賞,獎賞
1999,chit-chhùn,chit-chhùn,chit6-chhun2,[tɕit̚˨] [tsʰun˩˩],chekchûn,chek-chûn,chitchhùn,積存,積存,積存
2000,chit-mun,chit-mun,chit6-mun4,[tɕit̚˨] [mun˥˥],chekmn̄g,chek-mn̄g,chitmun,責問,責問,責問
2001,chit-ngim,chit-ngim,chit6-ngim4,[tɕit̚˨] [ɲim˥˥],chekjīm,chek-jīm,chitngim,責任,責任,責任
2002,chit-ok,chit-ok,chit6-ok6,[tɕit̚˨] [ok̚˨],chek ok,chek ok,chit ok,積惡,積惡,積惡
