ID,Hakfa_FHL_Unicode,Hanzi,Hakfa_HanLo,Taigi_FHL_Unicode,Taigi_HanLo,Hua-gi
2039,cho-hí,cho hí,做起,chò khí,做起,做起
2040,cho-hó,cho hó,做好,chò hó,做好,做好
2041,cho-hó-yong,cho hóyong,做好樣,chò hó bô͘iūⁿ,做好模樣,作榜樣
2042,cho-ha,choha,做下,choânpō͘,全部,全部
2043,chó-khì,chókhì,早期,chákî,早期,早期
2044,cho-kì-hi,cho kì hi,做佢去,chhutchāi i khì,出在伊去,隨他去
2045,chó-kiok,chókiok,左腳,tò kha,tò腳,左腳
2046,cho-ko,cho ko,做過,chò kòe,做過,做過
2047,cho-kôn,cho kôn,做官,chò koaⁿ,做官,做官
2048,cho-kûng,chokûng,做工,chòkang,做工,做工
2049,cho-kâ,cho kâ,做家,khînn-ke,擒家,勤儉持家
2050,cho-kong-lo̍k,cho konglo̍k,做逛樂,loa̍hloa̍h sô,loa̍hloa̍h sô,"""無所事事"
2051,cho-lù-hâng,cholùhâng,灶爐坑,chàukhang,灶孔,灶爐坑
2052,cho-m̀-sàng,cho m̀ sàng,做毋成,chò bē sêng,做bē成,做不成
2053,cho-m̀-tet,cho m̀ tet,做毋得,bē sái tit,bē sái得,不行
2054,cho-m̀-tó,cho m̀ tó,做毋到,chò bē kàu,做bē到,做不到
2055,chô-mà,chômà,糟mà,chiúbó,酒母,酒麴
2056,cho-mak-ke,cho makke,做麼個,chò siáⁿmih,做啥物,做什麼
2057,chó-man,chóman,早慢,chábān,早慢,早晚
2058,cho-nài-súi,cho nàisúi,做泥水,chò thô͘chúi,做泥水,泥水匠
2059,chó-ngièn,chóngièn,早年,chá nî,早年,早年
2060,cho-ngie̍t,chongie̍t,做月,chò goe̍hlāi,做月內,做月子
2061,cho-ngìn,cho ngìn,做人,chò lâng,做人,做人
2062,cho-ngìn-chhìn,cho ngìnchhìn,做人情,chò jînchêng,做人情,給予人恩惠
2063,chó-ngit,chóngit,早日,cháji̍t,早日,早日
2064,cho-phân,chophân,做伴,chòphōaⁿ,做伴,做伴
2065,cho-phì,cho phì,做肥,chò pûi,做肥,做肥料
2066,chó-phién,chóphién,左片,tòpêng,倒pêng,左邊
2067,cho-piáng-é,cho piáng'é,做餅,chò piáⁿ,做餅,做餅
2068,chó-piáng,chópiáng,棗餅,chópiáⁿ,棗餅,棗餅
2069,cho-piáng-kiê,chopiáng kiê,做餅街,chòpiáⁿ ke,做餅街,做餅街
2070,cho-pîn,chopîn,做兵,chòpeng,做兵,做兵
2071,cho-tet-sṳ̍t,chotet sṳ̍t,做得食,ēsái chia̍h,ēsái食,可以吃
2072,cho-sâm,cho sâm,做衫,chò saⁿ,做衫,製做上衣
2073,chó-sán,chósán,早產,chásán,早產,早產
2074,cho-se,cho se,做事,chò tāichì,做事,做事
2075,chó-sí,chósí,早死,chásí,早死,早死
2076,chó-siên,chósiên,早先,chá to̍h,早to̍h,早先
2077,cho-châi-é,cho châi'é,做齋é,chò kongtek,做功德,做功德
2078,cho-sṳ,chosṳ,做事,chò sū,做事,做事
2079,cho-sṳ̂,cho sṳ̂,做詩,chò si,做詩,做詩
2080,chó-sú,chósú,左手,tò chhiú,tò手,左手
2081,chó-sú-phién,chósú phién,左手片,tòchhiú pêng,左手邊,左手邊
2082,cho-tet,chotet,做得,thang,thang,可以
2083,cho-tet-mò,chotetmò,做得無,kám thang,kám thang,可以嗎
2084,cho-teu,cho teu,做藪,chò siū,做siū,築巢
2085,cho-têu,chotêu,做兜,chò kóa,做兜,做一些
2086,chó-têu,chótêu,早兜,chá chi̍t sî'á,早一時á,早一些
2087,cho-thai-súi,cho thaisúi,做大水,chò tōachúi,做大水,水災
2088,cho-thèu,chothèu,灶頭,chàuthâu,灶頭,爐灶
2089,cho-thèu,chothèu,做頭,chòthâu,做頭,帶頭
2090,cho-thèu-lu,cho thèulu,做頭路,chò thâulō͘,做頭路,任職
2091,cho-thièn,cho thièn,做田,chò chhân,做田,耕田
2092,cho-thièn-sṳ,cho thiènsṳ,做田事,chòchhân,做田,做農務
2093,cho-to,cho to,做到,chò kah,做到,做到
2094,cho-tó,cho tó,做到,chò tio̍h,做到,做到
2095,cho-thet,cho thet,做忒,chò liáu,做了,做完
2096,chó-vat,chóvat,左斡,tò oat,倒oat,左轉
2097,chok-vì,chok vì,作為,chokûi,作為,作為
2098,cho-teu,cho teu,做竇,chò siū,做巢,做窩
2099,cho-vòng,chovòng,做王,chò ông,做王,做王
2100,chó-yu,chóyu,左右,chóiū,左右,左右
2101,choi-châu,choichâu,嘴燥,chhùita,嘴ta,口乾
2102,choi-chhin-voi,choi chhin voi,嘴盡會,chhùi chin gâu,嘴真gâu,能言善道
2103,choi-fé-fé,choi féfé,嘴féfé,chhùi oaioai,嘴歪歪,歪嘴
2104,choi-hong,choi hong,嘴項,chhùi ni̍h,嘴裡,嘴上
2105,choi-hot,choihot,嘴渴,chhùita,嘴ta,口乾
2106,choi,choi,嘴,chhùikhang,喙空,嘴巴
2107,choi-kok,choikok,嘴角,chhùikak,嘴角,嘴角
2108,choi-kóng,choi kóng,嘴講,chhùi kóng,嘴講,嘴講
2109,choi-lap-é,choilap'é,嘴落é,chhùiam,嘴掩,口罩
2110,choi-mà-koâi,choi màkoâi,嘴mà乖,hó chhùibóe,好嘴尾,嘴巴甜
2111,choi-ngang,choi ngang,嘴硬,chhùi ngē,嘴硬,硬拗
2112,choi-pak-pak,choi pakpak,嘴擘擘,chhùi khuikhui,嘴開開,嘴開開
2113,choi-súi,choi súi,載水,chài chúi,載水,載水
2114,choi-sùn,choisùn,嘴唇,chhùitûn,嘴唇,嘴唇
2115,choi-thiàm,choithiàm,嘴甜,chhùi tiⁿ,嘴甜,嘴巴甜
2116,choi-thun,choi thun,嘴鈍,chhùi tūn,嘴鈍,不擅辭令
2117,choi-tú,choi tú,嘴肚,chhùi ni̍h,嘴裡,嘴裡
2118,chok-chá,chokchá,作者,chokchiá,作者,作者
2119,chok-chan,chokchan,作戰,chokchiàn,作戰,作戰
2120,chok-chéu,chok chéu,捉走,lia̍h cháu,掠走,捉走
2121,chok-chhau,chokchhau,作躁,chhauhoân,操煩,心神不寧
2122,chok-chhe̍t,chokchhe̍t,捉賊,lia̍h chha̍t,掠賊,捉賊
2123,chok-é,chok'é,桌é,toh'á,桌á,桌子
2124,chok-fap,chokfap,作法,chokhoat,作法,作法
2125,chok-fi,chokfi,作廢,chokhùi,作廢,作廢
2126,chok-fu,chok fu,著褲,chhēng khò͘,穿褲,穿褲
2127,chok-hài,chok hài,著鞋,chhēng ê,穿鞋,穿鞋
2128,chok-he̍t,chok he̍t,捉住,lia̍h tiâu,掠tiâu,捉住
2129,chok-hi,chok hi,捉去,lia̍h khì,掠去,捉去
2130,chok-tén,chok tén,著等,chhēng,穿,穿
2131,chok-hó,chok hó,著好,chhēng hó,穿好,穿好
2132,chok-kâ,chokkâ,作家,chokka,作家,作家
2133,chok-khia̍k,chokkhia̍k,作劇,chokgia̍t,作孽,突然發飆
2134,chok-kín,chok kín,著緊,tio̍h kín,快一點,快一點
2135,chok-kiok,chok kiok,桌腳,toh kha,桌腳,桌腳
2136,chok-ko,chok ko,捉過,lia̍h kòe,掠過,捉過
2137,chok-koai,chokkoai,作怪,chokkoài,作怪,作怪
2138,chok-koi,chok koi,桌蓋,toh khàm,桌蓋,桌蓋
2139,chok-lòi,chok lòi,捉來,lia̍h lâi,掠來,捉來
2140,chok-lon,choklon,作亂,chokloān,作亂,作亂
2141,chok-mien,chokmien,桌面,tohbīn,桌面,桌面
2142,chok-ǹg,chok ǹg,捉魚,lia̍h hî,掠魚,捉魚
2143,chok-ngia̍p,chokngia̍p,作業,chokgia̍p,作業,作業
2144,chok-ngìn,chok ngìn,捉人,lia̍h lâng,捉人,捉人
2145,chok-ngiuk,chok ngiuk,作肉,seⁿ bah,生肉,長肉
2146,chok-phín,chokphín,作品,chokphín,作品,作品
2147,chok-pu,chokpu,桌布,tohpò͘,桌布,桌布
2148,chok-sà,choksà,捉蛇,lia̍h chôa,掠蛇,捉蛇
2149,chok-sâm,chok sâm,著衫,chhēng saⁿ,穿衫,穿衣
2150,chok-sêu-nôn,choksêunôn,著燒暖,chhēng sio,穿燒,穿暖和
2151,chok-si̍t,choksi̍t,桌席,tohse̍k,桌席,桌席
2152,chok-táng,choktáng,桌頂,tohténg,桌頂,桌頂
2153,chok-tén,chok tén,捉著,lia̍h leh,掠leh,捉著
2154,chok-tén,chok tén,著等,chhēng leh,穿leh,穿著
2155,chok-têu,chok têu,捉兜,lia̍h kóa,掠kóa,捉一些
2156,chok-tiâu-é,choktiâu'é,捉鳥é,lia̍h chiáu'á,捉鳥á,捉鳥
2157,chok-tó,chok tó,捉到,lia̍h tio̍h,掠tio̍h,捉到
2158,chok-tui,choktui,作對,choktùi,作對,作對
2159,chok-vì,chokvì,作為,chokûi,作為,作為
2160,chok-vì,chok vì,桌圍,toh kin,桌巾,桌巾
2161,chok-vùn,chokvùn,作文,chokbûn,作文,作文
2162,chok-yù,chok yù,桌遊,toh iû,桌遊,桌遊
2163,chok-yung,chokyung,作用,chokiōng,作用,作用
2164,chôn-chiet,chônchiet,磚截,chǹg'á tè,磚á塊,磚截
2165,chôn-chîn,chônchîn,專精,choancheng,專精,擅長
2166,chôn-chṳ,chônchṳ,專制,choanchè,專制,專制
2167,chon-é,chon'é,鑽é,chǹg'á,鑽á,鑽子
2168,chôn-é,chôn'é,磚é,chng'á,磚á,磚
2169,chón-hi,chónhi,轉去,tńg khì,tńg去,回去
2170,chón-hiong,chónhiong,轉向,choánhiōng,轉向,轉向
2171,chón-ho̍k,chónho̍k,轉學,choánha̍k,轉學,轉學
2172,chôn-kâ,chônkâ,專家,choanka,專家,專家
2173,chón-kâu,chónkâu,轉交,choánkau,轉交,轉交
